Type,X,Y,OBJECTID,Call_Taken,Location,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg,STREET_TYPE,distance,duration,,,,,,,,
TAG,-93.274121,44.952829,1616,2019-02-13T00:00:00.000Z,2722 2ND AVE S,44.952829,-93.274121,10,Powderhorn,Whittier,3,2,Westminster,RES,4665.9,482.6,,,,,,,,
TAG,-93.280903,44.969208,1617,2019-02-13T00:00:00.000Z,1316 SPRUCE PLACE,44.969208,-93.280903,7,Central,Loring Park,3,2,Westminster,RES,2502.2,270.8,,,,,,,,
TAG,-93.295582,44.963056,1618,2019-02-13T00:00:00.000Z,1934 FREMONT AVE S,44.963056,-93.295582,7,Calhoun Isle,Lowry Hill,3,2,Westminster,RES,2922.1,310.7,,,,,,,,
TAG,-93.259241,44.891232,1619,2019-02-13T00:00:00.000Z,6128 11TH AVE S,44.891232,-93.259241,11,Nokomis,Diamond Lake,6,2,Westminster,RES,12522.8,1092.9,,,,,,,,
TAG,-93.262739,45.015011,1620,2019-02-13T00:00:00.000Z,338 26TH AVE NE,45.015011,-93.262739,1,Northeast,Holland,2,2,Westminster,RES,6038.6,588.9,,,,,,,,
TAG,-93.274116,44.95285,1621,2019-02-13T00:00:00.000Z,2720 2ND AVE S,44.95285,-93.274116,10,Powderhorn,Whittier,3,2,Westminster,RES,4663.5,482.2,,,,,,,,
TAG,-93.294635,44.945057,1622,2019-02-13T00:00:00.000Z,3150 EMERSON AVE S,44.945057,-93.294635,10,Calhoun Isle,CARAG,5,2,Westminster,LOCAL,4935.1,477.3,,,,,,,,
TAG,-93.273428,44.941415,1623,2019-02-13T00:00:00.000Z,210 34TH ST E,44.941415,-93.273428,9,Powderhorn,Central,5,2,Westminster,RES,5885.5,570.1,,,,,,,,
TAG,-93.29716,44.942955,1624,2019-02-13T00:00:00.000Z,3300 GIRARD AVE S,44.942955,-93.29716,10,Calhoun Isle,CARAG,5,2,Westminster,RES,4922.9,510.5,,,,,,,,
TAG,-93.304956,45.049388,1625,2019-02-13T00:00:00.000Z,1910 52ND AVE N,45.049388,-93.304956,4,Camden,Shingle Creek,1,2,Westminster,RES,10731.6,764.8,,,,,,,,
TAG,-93.251342,44.945495,1626,2019-02-13T00:00:00.000Z,3136 16TH AVE S,44.945495,-93.251342,9,Powderhorn,Powderhorn Park,6,2,Westminster,RES,7775.7,674.0,,,,,,,,
TAG,-93.309212,44.898305,1627,2019-02-13T00:00:00.000Z,2402 58TH ST W,44.898305,-93.309212,13,Southwest,Armatage,5,2,Westminster,RES,11219.5,1049.9,,,,,,,,
TAG,-93.297144,44.942202,1628,2019-02-13T00:00:00.000Z,3324 GIRARD AVE S,44.942202,-93.297144,10,Calhoun Isle,CARAG,5,2,Westminster,RES,5009.9,521.4,,,,,,,,
TAG,-93.216573,44.98906,1629,2019-02-13T00:00:00.000Z,1032 26TH AVE SE,44.98906,-93.216573,1,University,Como,4,2,Westminster,RES,7082.6,752.1,,,,,,,,
TAG,-93.296916,45.024417,1630,2019-02-13T00:00:00.000Z,3814 GIRARD AVE N,45.024417,-93.296916,4,Camden,Webber - Camden,1,2,Westminster,RES,6886.8,542.7,,,,,,,,
TAG,-93.26641,44.956918,1631,2019-02-13T00:00:00.000Z,2512 OAKLAND AVE S,44.956918,-93.26641,6,Phillips,Phillips West,3,2,Westminster,RES,4390.7,467.1,,,,,,,,
TAG,-93.28041,44.9664,1632,2019-02-13T00:00:00.000Z,122 OAK GROVE ST,44.9664,-93.28041,7,Central,Loring Park,3,2,Westminster,RES,2689.9,295.6,,,,,,,,
TAG,-93.274118,44.953043,1633,2019-02-13T00:00:00.000Z,2716 2ND AVE S,44.953043,-93.274118,10,Powderhorn,Whittier,3,2,Westminster,RES,4642.1,478.3,,,,,,,,
TAG,-93.27367,44.941392,1634,2019-02-13T00:00:00.000Z,210 34TH ST E,44.941392,-93.27367,9,Powderhorn,Central,5,2,Westminster,RES,5897.3,572.2,,,,,,,,
TAG,-93.247471,44.984442,1635,2019-02-13T00:00:00.000Z,310 6TH AVE SE,44.984442,-93.247471,3,University,Marcy Holmes,4,2,Westminster,MSA,4454.3,495.4,,,,,,,,
TAG,-93.295768,44.965664,1636,2019-02-13T00:00:00.000Z,1788 FREMONT AVE S,44.965664,-93.295768,7,Calhoun Isle,Lowry Hill,3,2,Westminster,RES,2684.3,282.2,,,,,,,,
TAG,-93.278301,44.943016,1637,2019-02-13T00:00:00.000Z,12 33RD ST W,44.943016,-93.278301,8,Powderhorn,Lyndale,5,2,Westminster,RES,5279.6,517.3,,,,,,,,
TAG,-93.273714,44.941402,1638,2019-02-13T00:00:00.000Z,204 34TH ST E,44.941402,-93.273714,9,Powderhorn,Central,5,2,Westminster,RES,5900.8,572.9,,,,,,,,
TAG,-93.266397,44.957004,1639,2019-02-13T00:00:00.000Z,2510 OAKLAND AVE S,44.957004,-93.266397,6,Phillips,Phillips West,3,2,Westminster,RES,4381.1,466.3,,,,,,,,
TAG,-93.23207,44.991807,1640,2019-02-13T00:00:00.000Z,1126 14TH AVE SE,44.991807,-93.23207,1,University,Como,2,2,Westminster,LOCAL,5611.9,632.3,,,,,,,,
TAG,-93.216742,44.988323,1641,2019-02-13T00:00:00.000Z,1008 26TH AVE SE,44.988323,-93.216742,1,University,Como,4,2,Westminster,RES,7024.8,743.0,,,,,,,,
TAG,-93.27411,44.9532,1642,2019-02-13T00:00:00.000Z,2710 2ND AVE S,44.9532,-93.27411,10,Powderhorn,Whittier,3,2,Westminster,RES,4624.6,475.2,,,,,,,,
TAG,-93.247074,44.98454,1643,2019-02-13T00:00:00.000Z,314 6TH AVE SE,44.98454,-93.247074,3,University,Marcy Holmes,4,2,Westminster,MSA,4479.0,497.4,,,,,,,,
TAG,-93.280844,44.96955,1644,2019-02-13T00:00:00.000Z,1308 SPRUCE PLACE,44.96955,-93.280844,7,Central,Loring Park,3,2,Westminster,RES,2540.2,275.4,,,,,,,,
TAG,-93.29475,44.94425,1645,2019-02-13T00:00:00.000Z,3212 EMERSON AVE S,44.94425,-93.29475,10,Calhoun Isle,CARAG,5,2,Westminster,LOCAL,5024.8,484.5,,,,,,,,
TAG,-93.303235,45.03016,1646,2019-02-13T00:00:00.000Z,4328 QUEEN AVE N,45.03016,-93.303235,4,Camden,Webber - Camden,1,2,Westminster,MSA,7774.6,697.8,,,,,,,,
TAG,-93.26639,44.957108,1647,2019-02-13T00:00:00.000Z,2502 OAKLAND AVE S,44.957108,-93.26639,6,Phillips,Phillips West,3,2,Westminster,RES,4369.5,465.4,,,,,,,,
TAG,-93.304747,45.04938,1648,2019-02-13T00:00:00.000Z,1906 52ND AVE N,45.04938,-93.304747,4,Camden,Shingle Creek,1,2,Westminster,RES,10715.1,761.9,,,,,,,,
TAG,-93.27967,44.966404,1649,2019-02-13T00:00:00.000Z,104 OAK GROVE ST,44.966404,-93.27967,7,Central,Loring Park,3,2,Westminster,RES,2631.7,281.6,,,,,,,,
TAG,-93.295499,44.965823,1650,2019-02-13T00:00:00.000Z,1786 FREMONT AVE S,44.965823,-93.295499,7,Calhoun Isle,Lowry Hill,3,2,Westminster,RES,2702.0,284.3,,,,,,,,
TAG,-93.296945,45.025948,1651,2019-02-13T00:00:00.000Z,3904 GIRARD AVE N,45.025948,-93.296945,4,Camden,Webber - Camden,1,2,Westminster,RES,7057.2,556.4,,,,,,,,
TAG,-93.305026,44.897908,1652,2019-02-13T00:00:00.000Z,2002 58TH ST W,44.897908,-93.305026,13,Southwest,Armatage,5,2,Westminster,RES,10962.7,1049.0,,,,,,,,
TAG,-93.317082,44.98723,1653,2019-02-13T00:00:00.000Z,900 WASHBURN AVE N,44.98723,-93.317082,5,Near North,Willard - Hay,1,2,Westminster,RES,3082.1,379.4,,,,,,,,
TAG,-93.294641,44.940805,1654,2019-02-13T00:00:00.000Z,3418 EMERSON AVE S,44.940805,-93.294641,10,Calhoun Isle,CARAG,5,2,Westminster,LOCAL,5407.9,515.1,,,,,,,,
TAG,-93.277557,44.943285,1655,2019-02-13T00:00:00.000Z,14 33RD ST E,44.943285,-93.277557,8,Powderhorn,Lyndale,5,2,Westminster,RES,5255.1,515.2,,,,,,,,
TAG,-93.238439,45.017523,1656,2019-02-13T00:00:00.000Z,2714 LINCOLN ST NE,45.017523,-93.238439,1,Northeast,Audubon Park,2,2,Westminster,RES,8176.8,756.8,,,,,,,,
TAG,-93.248895,44.982817,1657,2019-02-13T00:00:00.000Z,170 6TH AVE SE,44.982817,-93.248895,3,University,Marcy Holmes,4,2,Westminster,LOCAL,4405.8,495.3,,,,,,,,
TAG,-93.269336,44.941419,1658,2019-02-13T00:00:00.000Z,424 34TH ST E,44.941419,-93.269336,9,Powderhorn,Central,5,2,Westminster,RES,6095.2,589.8,,,,,,,,
TAG,-93.26639,44.960287,1659,2019-02-13T00:00:00.000Z,2218 OAKLAND AVE S,44.960287,-93.26639,6,Phillips,Phillips West,3,2,Westminster,LOCAL,4016.1,437.1,,,,,,,,
TAG,-93.259098,44.896789,1660,2019-02-13T00:00:00.000Z,5828 11TH AVE S,44.896789,-93.259098,11,Nokomis,Diamond Lake,6,2,Westminster,RES,12456.3,1084.9,,,,,,,,
TAG,-93.279087,44.966402,1661,2019-02-13T00:00:00.000Z,24 OAK GROVE ST,44.966402,-93.279087,7,Central,Loring Park,3,2,Westminster,RES,2623.6,279.6,,,,,,,,
TAG,-93.29694,45.026387,1662,2019-02-13T00:00:00.000Z,3920 GIRARD AVE N,45.026387,-93.29694,4,Camden,Webber - Camden,1,2,Westminster,RES,7105.8,560.2,,,,,,,,
TAG,-93.295719,44.966568,1663,2019-02-13T00:00:00.000Z,1716 FREMONT AVE S,44.966568,-93.295719,7,Calhoun Isle,Lowry Hill,3,2,Westminster,RES,2603.5,279.8,,,,,,,,
TAG,-93.299686,45.04934,1664,2019-02-13T00:00:00.000Z,1508 52ND AVE N,45.04934,-93.299686,4,Camden,Shingle Creek,1,2,Westminster,RES,9972.0,708.0,,,,,,,,
TAG,-93.294572,44.940536,1665,2019-02-13T00:00:00.000Z,3422 EMERSON AVE S,44.940536,-93.294572,10,Calhoun Isle,CARAG,5,2,Westminster,LOCAL,5437.8,517.5,,,,,,,,
TAG,-93.309827,44.982591,1666,2019-02-13T00:00:00.000Z,2302 5TH AVE N,44.982591,-93.309827,5,Near North,Harrison,3,2,Westminster,RES,1989.9,241.4,,,,,,,,
TAG,-93.300358,44.898012,1667,2019-02-13T00:00:00.000Z,1600 58TH ST W,44.898012,-93.300358,13,Southwest,Kenny,5,2,Westminster,RES,10587.5,1042.8,,,,,,,,
TAG,-93.294578,44.940384,1668,2019-02-13T00:00:00.000Z,3424 EMERSON AVE S,44.940384,-93.294578,10,Calhoun Isle,CARAG,5,2,Westminster,LOCAL,5454.7,518.9,,,,,,,,
TAG,-93.266416,44.961419,1669,2019-02-13T00:00:00.000Z,2114 OAKLAND AVE S,44.961419,-93.266416,6,Phillips,Ventura Village,3,2,Westminster,LOCAL,3890.2,427.0,,,,,,,,
TAG,-93.277557,44.943285,1670,2019-02-13T00:00:00.000Z,10 33RD ST E,44.943285,-93.277557,8,Powderhorn,Lyndale,5,2,Westminster,RES,5255.1,515.2,,,,,,,,
TAG,-93.275638,44.943012,1671,2019-02-13T00:00:00.000Z,18 33RD ST E,44.943012,-93.275638,8,Powderhorn,Lyndale,5,2,Westminster,RES,5405.9,542.4,,,,,,,,
TAG,-93.217884,44.987252,1672,2019-02-13T00:00:00.000Z,920 25TH AVE SE,44.987252,-93.217884,2,University,Como,4,2,Westminster,RES,6872.3,736.4,,,,,,,,
TAG,-93.25873,44.934457,1673,2019-02-13T00:00:00.000Z,3816 11TH AVE S,44.934457,-93.25873,9,Powderhorn,Powderhorn Park,6,2,Westminster,RES,7692.8,716.9,,,,,,,,
TAG,-93.260384,45.01205,1674,2019-02-13T00:00:00.000Z,2324 5TH ST NE,45.01205,-93.260384,1,Northeast,Holland,2,2,Westminster,RES,6149.6,594.6,,,,,,,,
TAG,-93.266382,44.96153,1675,2019-02-13T00:00:00.000Z,2026 OAKLAND AVE S,44.96153,-93.266382,6,Phillips,Ventura Village,3,2,Westminster,LOCAL,3877.8,426.0,,,,,,,,
TAG,-93.294482,44.940002,1676,2019-02-13T00:00:00.000Z,3440 EMERSON AVE S,44.940002,-93.294482,10,Calhoun Isle,CARAG,5,2,Westminster,LOCAL,5497.1,522.3,,,,,,,,
TAG,-93.275397,44.951725,1677,2019-02-13T00:00:00.000Z,2804 STEVENS AVE S,44.951725,-93.275397,10,Powderhorn,Whittier,3,2,Westminster,LOCAL,4474.2,436.5,,,,,,,,
TAG,-93.296827,44.962488,1678,2019-02-13T00:00:00.000Z,2004 GIRARD AVE S,44.962488,-93.296827,7,Calhoun Isle,Lowry Hill,3,2,Westminster,RES,3085.4,313.2,,,,,,,,
TAG,-93.298876,45.04935,1679,2019-02-13T00:00:00.000Z,1418 52ND AVE N,45.04935,-93.298876,4,Camden,Lind - Bohanon,1,2,Westminster,RES,9877.5,696.8,,,,,,,,
TAG,-93.266154,44.941425,1680,2019-02-13T00:00:00.000Z,634 34TH ST E,44.941425,-93.266154,9,Powderhorn,Central,5,2,Westminster,RES,6346.6,608.0,,,,,,,,
TAG,-93.294489,44.939979,1681,2019-02-13T00:00:00.000Z,3444 EMERSON AVE S,44.939979,-93.294489,10,Calhoun Isle,CARAG,5,2,Westminster,LOCAL,5499.7,522.5,,,,,,,,
TAG,-93.266409,44.961771,1682,2019-02-13T00:00:00.000Z,2022 OAKLAND AVE S,44.961771,-93.266409,6,Phillips,Ventura Village,3,2,Westminster,LOCAL,3851.0,423.9,,,,,,,,
TAG,-93.217929,44.9871,1683,2019-02-13T00:00:00.000Z,922 25TH AVE SE,44.9871,-93.217929,2,University,Como,4,2,Westminster,RES,6880.5,737.9,,,,,,,,
TAG,-93.291079,44.984588,1684,2019-02-13T00:00:00.000Z,622 BRYANT AVE N,44.984588,-93.291079,5,Near North,Sumner - Glenwood,1,2,Westminster,STH,883.7,174.2,,,,,,,,
TAG,-93.275261,44.951548,1685,2019-02-13T00:00:00.000Z,2808 STEVENS AVE S,44.951548,-93.275261,10,Powderhorn,Whittier,3,2,Westminster,LOCAL,4493.8,438.3,,,,,,,,
TAG,-93.27593,44.941463,1686,2019-02-13T00:00:00.000Z,112 34TH ST E,44.941463,-93.27593,8,Powderhorn,Lyndale,5,2,Westminster,RES,5589.7,564.5,,,,,,,,
TAG,-93.296802,44.962075,1687,2019-02-13T00:00:00.000Z,2018 GIRARD AVE S,44.962075,-93.296802,7,Calhoun Isle,Lowry Hill,3,2,Westminster,RES,3131.1,316.9,,,,,,,,
TAG,-93.303235,45.03016,1688,2019-02-13T00:00:00.000Z,3744 RUSSELL AVE N,45.03016,-93.303235,4,Camden,Webber - Camden,1,2,Westminster,MSA,7774.6,697.8,,,,,,,,
TAG,-93.3045,44.981574,1689,2019-02-13T00:00:00.000Z,1822 4TH AVE N,44.981574,-93.3045,5,Near North,Harrison,3,2,Westminster,RES,1449.1,190.4,,,,,,,,
TAG,-93.25871,44.936427,1690,2019-02-13T00:00:00.000Z,3634 11TH AVE S,44.936427,-93.25871,9,Powderhorn,Powderhorn Park,6,2,Westminster,RES,7473.8,699.3,,,,,,,,
TAG,-93.235862,45.015504,1691,2019-02-13T00:00:00.000Z,2618 ULYSSES ST NE,45.015504,-93.235862,1,Northeast,Audubon Park,2,2,Westminster,RES,8151.5,770.4,,,,,,,,
TAG,-93.297028,45.034551,1692,2019-02-13T00:00:00.000Z,4342 GIRARD AVE N,45.034551,-93.297028,4,Camden,Webber - Camden,1,2,Westminster,RES,8013.7,632.9,,,,,,,,
TAG,-93.266394,44.96239,1693,2019-02-13T00:00:00.000Z,2008 OAKLAND AVE S,44.96239,-93.266394,6,Phillips,Ventura Village,3,2,Westminster,LOCAL,3782.2,418.4,,,,,,,,
TAG,-93.260133,45.009622,1694,2019-02-13T00:00:00.000Z,2112 5TH ST NE,45.009622,-93.260133,1,Northeast,Holland,2,2,Westminster,RES,5651.4,578.9,,,,,,,,
TAG,-93.275422,44.951525,1695,2019-02-13T00:00:00.000Z,2812 STEVENS AVE S,44.951525,-93.275422,10,Powderhorn,Whittier,3,2,Westminster,LOCAL,4496.4,438.5,,,,,,,,
TAG,-93.29672,44.961834,1696,2019-02-13T00:00:00.000Z,2212 GIRARD AVE S,44.961834,-93.29672,7,Calhoun Isle,Lowry Hill,3,2,Westminster,RES,3157.8,319.0,,,,,,,,
TAG,-93.278257,44.941524,1697,2019-02-13T00:00:00.000Z,4 34TH ST W,44.941524,-93.278257,8,Powderhorn,Lyndale,5,2,Westminster,RES,5432.0,534.0,,,,,,,,
TAG,-93.263314,44.941383,1698,2019-02-13T00:00:00.000Z,740 34TH ST E,44.941383,-93.263314,9,Powderhorn,Central,5,2,Westminster,RES,6570.7,630.2,,,,,,,,
TAG,-93.217797,44.987807,1699,2019-02-13T00:00:00.000Z,928 25TH AVE SE,44.987807,-93.217797,2,University,Como,4,2,Westminster,RES,6871.2,724.9,,,,,,,,
TAG,-93.291061,44.984593,1700,2019-02-13T00:00:00.000Z,624 BRYANT AVE N,44.984593,-93.291061,5,Near North,Sumner - Glenwood,1,2,Westminster,STH,883.8,174.3,,,,,,,,
TAG,-93.260085,45.009588,1701,2019-02-13T00:00:00.000Z,2110 5TH ST NE,45.009588,-93.260085,1,Northeast,Holland,2,2,Westminster,RES,5646.2,577.9,,,,,,,,
TAG,-93.275374,44.955859,1702,2019-02-13T00:00:00.000Z,2536 STEVENS AVE S,44.955859,-93.275374,10,Powderhorn,Whittier,3,2,Westminster,RES,4021.0,439.8,,,,,,,,
TAG,-93.258744,44.938269,1703,2019-02-13T00:00:00.000Z,3536 11TH AVE S,44.938269,-93.258744,9,Powderhorn,Powderhorn Park,6,2,Westminster,RES,7268.9,683.0,,,,,,,,
TAG,-93.278341,44.941493,1704,2019-02-13T00:00:00.000Z,14 34TH ST W,44.941493,-93.278341,8,Powderhorn,Lyndale,5,2,Westminster,RES,5438.6,536.4,,,,,,,,
TAG,-93.289416,45.030728,1705,2019-02-13T00:00:00.000Z,4144 ALDRICH AVE N,45.030728,-93.289416,4,Camden,Webber - Camden,1,2,Westminster,RES,7004.6,546.2,,,,,,,,
TAG,-93.258768,44.93899,1706,2019-02-13T00:00:00.000Z,3514 11TH AVE S,44.93899,-93.258768,9,Powderhorn,Powderhorn Park,6,2,Westminster,RES,7188.7,676.5,,,,,,,,
TAG,-93.275327,44.956215,1707,2019-02-13T00:00:00.000Z,2528 STEVENS AVE S,44.956215,-93.275327,10,Powderhorn,Whittier,3,2,Westminster,RES,3981.4,432.7,,,,,,,,
TAG,-93.285605,44.965618,1708,2019-02-13T00:00:00.000Z,6 DELL PL,44.965618,-93.285605,7,Central,Loring Park,3,2,Westminster,RES,2243.8,251.2,,,,,,,,
TAG,-93.275643,44.951131,1709,2019-02-13T00:00:00.000Z,2822 STEVENS AVE S,44.951131,-93.275643,10,Powderhorn,Whittier,3,2,Westminster,LOCAL,4540.4,442.5,,,,,,,,
TAG,-93.29095,44.985102,1710,2019-02-13T00:00:00.000Z,700 BRYANT AVE N,44.985102,-93.29095,5,Near North,Sumner - Glenwood,1,2,Westminster,RES,970.2,189.8,,,,,,,,
TAG,-93.275325,44.956252,1711,2019-02-13T00:00:00.000Z,2526 STEVENS AVE S,44.956252,-93.275325,10,Powderhorn,Whittier,3,2,Westminster,RES,3977.3,431.9,,,,,,,,
TAG,-93.289404,45.030076,1712,2019-02-13T00:00:00.000Z,4118 ALDRICH AVE N,45.030076,-93.289404,4,Camden,Webber - Camden,1,2,Westminster,RES,6932.1,540.4,,,,,,,,
TAG,-93.243296,44.931487,1713,2019-02-13T00:00:00.000Z,3930 19TH AVE S,44.931487,-93.243296,12,Powderhorn,Standish,6,2,Westminster,RES,9334.3,810.4,,,,,,,,
TAG,-93.279754,44.941555,1714,2019-02-13T00:00:00.000Z,28 34TH ST W,44.941555,-93.279754,8,Powderhorn,Lyndale,5,2,Westminster,MSA,5265.4,509.7,,,,,,,,
TAG,-93.314818,44.991771,1715,2019-02-13T00:00:00.000Z,1306 UPTON AVE N,44.991771,-93.314818,5,Near North,Willard - Hay,1,2,Westminster,RES,3384.6,353.7,,,,,,,,
TAG,-93.285739,44.965564,1716,2019-02-13T00:00:00.000Z,6 DELL PL,44.965564,-93.285739,7,Central,Loring Park,3,2,Westminster,RES,2258.0,254.6,,,,,,,,
TAG,-93.278821,44.941598,1717,2019-02-13T00:00:00.000Z,24 34TH ST W,44.941598,-93.278821,8,Powderhorn,Lyndale,5,2,Westminster,RES,5387.6,529.3,,,,,,,,
TAG,-93.298327,45.035074,1718,2019-02-13T00:00:00.000Z,4358 GIRARD AVE N,45.035074,-93.298327,4,Camden,Webber - Camden,1,2,Westminster,RES,8072.4,647.9,,,,,,,,
TAG,-93.217743,44.988274,1719,2019-02-13T00:00:00.000Z,1004 25TH AVE SE,44.988274,-93.217743,1,University,Como,4,2,Westminster,RES,6896.4,729.4,,,,,,,,
TAG,-93.291059,44.985239,1720,2019-02-13T00:00:00.000Z,704 BRYANT AVE N,44.985239,-93.291059,5,Near North,Sumner - Glenwood,1,2,Westminster,RES,1122.5,217.2,,,,,,,,
TAG,-93.282164,44.965291,1721,2019-02-13T00:00:00.000Z,136 CLIFTON AVE,44.965291,-93.282164,7,Central,Loring Park,3,2,Westminster,RES,4171.0,400.2,,,,,,,,
TAG,-93.230913,44.921313,1722,2019-02-13T00:00:00.000Z,4504 29TH AVE S,44.921313,-93.230913,12,Nokomis,Ericsson,6,2,Westminster,RES,10682.5,888.3,,,,,,,,
TAG,-93.287986,45.049347,1723,2019-02-13T00:00:00.000Z,604 52ND AVE N,45.049347,-93.287986,4,Camden,Lind - Bohanon,1,2,Westminster,RES,9164.9,632.6,,,,,,,,
TAG,-93.302099,44.89141,1724,2019-02-13T00:00:00.000Z,1714 61ST ST W,44.89141,-93.302099,13,Southwest,Kenny,5,2,Westminster,RES,11555.3,1139.3,,,,,,,,
TAG,-93.256298,44.908204,1725,2019-02-13T00:00:00.000Z,5222 13TH AVE S,44.908204,-93.256298,11,Nokomis,Hale,6,2,Westminster,RES,10990.4,1013.6,,,,,,,,
TAG,-93.26637,44.924887,1726,2019-02-13T00:00:00.000Z,4310 OAKLAND AVE S,44.924887,-93.26637,8,Nokomis,Regina,5,2,Westminster,RES,8159.1,751.1,,,,,,,,
TAG,-93.275303,44.956453,1727,2019-02-13T00:00:00.000Z,2520 STEVENS AVE S,44.956453,-93.275303,10,Powderhorn,Whittier,3,2,Westminster,RES,3954.9,427.9,,,,,,,,
TAG,-93.303235,45.03016,1728,2019-02-13T00:00:00.000Z,3646 RUSSELL AVE N,45.03016,-93.303235,4,Camden,Webber - Camden,1,2,Westminster,MSA,7774.6,697.8,,,,,,,,
TAG,-93.289342,45.029164,1729,2019-02-13T00:00:00.000Z,4050 ALDRICH AVE N,45.029164,-93.289342,4,Camden,Webber - Camden,1,2,Westminster,RES,6830.7,532.3,,,,,,,,
TAG,-93.263922,44.955834,1730,2019-02-13T00:00:00.000Z,2526 OAKLAND AVE S,44.955834,-93.263922,6,Phillips,Phillips West,3,2,Westminster,RES,4980.6,529.6,,,,,,,,
TAG,-93.263932,44.955976,1731,2019-02-13T00:00:00.000Z,2522 OAKLAND AVE S,44.955976,-93.263932,6,Phillips,Phillips West,3,2,Westminster,RES,4996.4,532.5,,,,,,,,
TAG,-93.24373,44.936738,1732,2019-02-13T00:00:00.000Z,3630 19TH AVE S,44.936738,-93.24373,12,Powderhorn,Standish,6,2,Westminster,RES,8749.7,764.4,,,,,,,,
TAG,-93.282054,44.964904,1733,2019-02-13T00:00:00.000Z,138 CLIFTON AVE,44.964904,-93.282054,7,Central,Steven's Square - Loring Heights,3,2,Westminster,MSA,2754.2,295.9,,,,,,,,
TAG,-93.291609,44.985359,1734,2019-02-13T00:00:00.000Z,706 BRYANT AVE N,44.985359,-93.291609,5,Near North,Sumner - Glenwood,1,2,Westminster,RES,981.5,192.0,,,,,,,,
TAG,-93.275596,44.95106,1735,2019-02-13T00:00:00.000Z,2830 STEVENS AVE S,44.95106,-93.275596,10,Powderhorn,Whittier,3,2,Westminster,LOCAL,4548.3,443.2,,,,,,,,
TAG,-93.286088,44.965411,1736,2019-02-13T00:00:00.000Z,24 DELL PL,44.965411,-93.286088,7,Central,Loring Park,3,2,Westminster,RES,2289.2,262.1,,,,,,,,
TAG,-93.260088,45.008355,1737,2019-02-13T00:00:00.000Z,1924 5TH ST NE,45.008355,-93.260088,1,Northeast,Holland,2,2,Westminster,RES,5508.9,553.2,,,,,,,,
TAG,-93.268949,44.924866,1738,2019-02-13T00:00:00.000Z,4306 5TH AVE S,44.924866,-93.268949,8,Nokomis,Regina,5,2,Westminster,RES,7962.6,733.4,,,,,,,,
TAG,-93.245029,44.984787,1739,2019-02-13T00:00:00.000Z,412 7TH AVE SE,44.984787,-93.245029,3,University,Marcy Holmes,4,2,Westminster,RES,4706.7,535.3,,,,,,,,
TAG,-93.266529,44.926221,1740,2019-02-13T00:00:00.000Z,4222 OAKLAND AVE S,44.926221,-93.266529,8,Nokomis,Regina,5,2,Westminster,RES,8011.1,739.3,,,,,,,,
TAG,-93.2804,44.941494,1741,2019-02-13T00:00:00.000Z,120 34TH ST W,44.941494,-93.2804,8,Powderhorn,Lyndale,5,2,Westminster,RES,5362.6,525.8,,,,,,,,
TAG,-93.235866,45.030124,1742,2019-02-13T00:00:00.000Z,3422 ULYSSES ST NE,45.030124,-93.235866,1,Northeast,Waite Park,2,2,Westminster,RES,9779.3,902.3,,,,,,,,
TAG,-93.314674,44.992639,1743,2019-02-13T00:00:00.000Z,1332 UPTON AVE N,44.992639,-93.314674,5,Near North,Willard - Hay,1,2,Westminster,RES,3481.2,361.4,,,,,,,,
TAG,-93.26894,44.925592,1744,2019-02-13T00:00:00.000Z,4234 5TH AVE S,44.925592,-93.26894,8,Nokomis,Regina,5,2,Westminster,RES,7881.9,726.9,,,,,,,,
TAG,-93.230898,44.920052,1745,2019-02-13T00:00:00.000Z,4552 29TH AVE S,44.920052,-93.230898,12,Nokomis,Ericsson,6,2,Westminster,RES,10906.4,903.2,,,,,,,,
TAG,-93.293429,44.938032,1746,2019-02-13T00:00:00.000Z,3548 DUPONT AVE S,44.938032,-93.293429,10,Calhoun Isle,CARAG,5,2,Westminster,LOCAL,5687.1,536.4,,,,,,,,
TAG,-93.297138,44.941175,1747,2019-02-13T00:00:00.000Z,3400 GIRARD AVE S,44.941175,-93.297138,10,Calhoun Isle,CARAG,5,2,Westminster,RES,5123.3,527.9,,,,,,,,
TAG,-93.243478,44.937112,1748,2019-02-13T00:00:00.000Z,3620 19TH AVE S,44.937112,-93.243478,12,Powderhorn,Standish,6,2,Westminster,RES,8708.2,759.4,,,,,,,,
TAG,-93.298306,45.032708,1749,2019-02-13T00:00:00.000Z,4234 HUMBOLDT AVE N,45.032708,-93.298306,4,Camden,Webber - Camden,1,2,Westminster,RES,7909.4,642.4,,,,,,,,
TAG,-93.275339,44.956439,1750,2019-02-13T00:00:00.000Z,2516 STEVENS AVE S,44.956439,-93.275339,10,Powderhorn,Whittier,3,2,Westminster,RES,3956.5,428.2,,,,,,,,
TAG,-93.291688,44.985405,1751,2019-02-13T00:00:00.000Z,708 BRYANT AVE N,44.985405,-93.291688,5,Near North,Sumner - Glenwood,1,2,Westminster,RES,985.0,192.5,,,,,,,,
TAG,-93.308846,45.01242,1752,2019-02-13T00:00:00.000Z,3606 RUSSELL AVE N,45.01242,-93.308846,5,Near North,Jordan,1,2,Westminster,CSAH,5273.4,516.9,,,,,,,,
